Date-Time,Pressure (hPa),Temperature (°C),Roll,Pitch,Yaw ,X Acc (g),Y Acc (g),Z Acc (g),Gyro X (°/s),Gyro Y (°/s),Gyro Z (°/s),Mag X (µT),Mag Y (µT),Mag Z (µT)
2021-10-23 16:13:02.88,1020.32421875,32.58,-1.8430717813175785,2.887300412076085,174.60662893536755,0.41870117187500006,-0.73272705078125,10.39814453125,-51.585365853658544,-34.48170731707317,28.932926829268297,-126.0,88.625,37.625
2021-10-23 16:13:03.06,1020.32421875,33.38,-5.038171771290216,0.16139020151058298,176.57871378814605,2.7586425781250004,-2.56903076171875,10.78155517578125,-24.420731707317074,11.859756097560977,42.19512195121951,-123.875,42.625,32767.375
2021-10-23 16:13:03.24,1020.35400390625,33.38,-21.503568390323142,0.7299461797355415,-171.90032524801683,2.9799560546875004,-5.71646728515625,7.998388671875,-197.13414634146343,-1.7378048780487807,-19.115853658536587,-110.625,-16387.5,-58.0
2021-10-23 16:13:03.43,1020.3515625,33.37,-14.790778327893545,2.7950479394955994,-168.74471983069364,0.23746337890625002,-9.640893554687501,7.073059082031251,199.75609756097563,128.65853658536585,82.22560975609757,-172.375,84.875,-32764.875
2021-10-23 16:13:03.62,1020.3291015625,33.34,-9.939103121335847,2.859240128671919,-171.68602567182123,-4.503430175781251,1.7585449218750002,6.75125732421875,127.37804878048782,-14.29878048780488,0.853658536585366,-136.25,24606.875,-24600.125
2021-10-23 16:13:03.81,1020.343017578125,33.34,-22.831824106313384,7.848417161972405,175.74030677486846,4.002783203125,-14.436816406250001,0.27275390625,-153.2926829268293,123.01829268292684,-83.23170731707317,-148.75,24616.375,32754.125
2021-10-23 16:13:04.01,1020.331298828125,33.31,21.7912245001076,17.36581464410872,-171.9351514077261,-3.8849487304687504,2.1437500000000003,0.6107055664062501,635.609756097561,224.39024390243904,137.8658536585366,-168.625,123.375,-32763.25
2021-10-23 16:13:04.20,1020.310546875,33.29,-36.72857772458883,-15.18234724549702,-167.0906485970973,1.4839965820312502,-4.5076171875,16.83717041015625,-996.7682926829269,-540.1524390243903,-24.634146341463417,-100.5,-27.875,-53.125
2021-10-23 16:13:04.38,1020.336669921875,33.28,2.302771918123929,-3.128385710043961,-168.06592429685284,1.18372802734375,-9.216210937500001,7.1095458984375,711.4634146341464,338.1707317073171,42.22560975609756,-167.125,168.875,-24595.25
2021-10-23 16:13:04.57,1020.326416015625,33.28,25.659939276378925,12.311216639689363,-170.64322493500467,-5.141650390625,5.956921386718751,2.1234130859375,243.96341463414637,50.701219512195124,-79.54268292682927,-139.75,8318.125,32756.5
2021-10-23 16:13:04.76,1020.319580078125,33.28,-26.701013384860637,-9.32606595667138,-147.9010130743251,5.59324951171875,-2.5744140625000003,14.793908691406251,-901.3414634146342,-384.1158536585366,397.9878048780488,-83.5,-22.5,-58.5
2021-10-23 16:13:04.95,1020.32861328125,33.27,-36.05647762178464,-18.57684488319145,-155.49028179262626,2.5044311523437504,-6.812268066406251,6.453381347656251,40.97560975609756,-41.4329268292683,-42.926829268292686,-77.5,24583.125,-23.75
2021-10-23 16:13:05.15,1020.330810546875,33.27,-17.276996084437638,-24.892251935870387,-158.61214754743986,0.8948242187500001,-3.05950927734375,7.572509765625001,214.2987804878049,-78.71951219512196,-117.59146341463416,-70.25,84.0,-16392.5
2021-10-23 16:13:05.33,1020.33544921875,33.27,-9.220829245980754,-22.489157172433192,-174.5086410544214,4.18162841796875,2.3429321289062504,11.30194091796875,36.55487804878049,223.59756097560978,-167.13414634146343,-182.0,128.125,29.125
2021-10-23 16:13:05.52,1020.328369140625,33.27,-11.839673709854678,-8.357853889417916,-177.7990979962575,-6.450988769531251,2.0827392578125004,7.7417846679687505,-72.7439024390244,192.46951219512198,77.95731707317074,-227.5,117.125,33.625
2021-10-23 16:13:05.71,1020.33837890625,33.25,-11.578784348001141,1.006307166786522,178.99176645153383,-7.571911621093751,1.30335693359375,5.931201171875,-52.19512195121952,-48.8109756097561,39.176829268292686,-150.125,69.375,41.5
2021-10-23 16:13:05.89,1020.334228515625,33.25,-25.161321984050794,-16.15172367141112,173.5639760497119,-1.7920410156250002,-1.30634765625,7.4660400390625,-262.9878048780488,-336.06707317073176,25.60975609756098,-49.75,8197.75,-49.25
2021-10-23 16:13:06.08,1020.293701171875,33.27,-28.40744111375107,-29.545789269297774,173.7272488326762,7.1334716796875,-6.54190673828125,5.89830322265625,11.28048780487805,-115.91463414634147,-86.6158536585366,-30.25,37.25,-74.125
2021-10-23 16:13:06.27,1020.33447265625,33.28,-24.27387875634809,-37.68919381999768,162.83854524221312,6.154309082031251,-2.0277099609375,5.6034179687500005,57.10365853658537,84.20731707317074,-139.90853658536585,-45.0,85.875,-44.0
2021-10-23 16:13:06.47,1020.3095703125,33.26,-20.29871467272792,-35.31983577068991,146.69873111125995,7.7651123046875,-2.0839355468750003,9.1886962890625,-4.237804878048781,285.0304878048781,-49.69512195121952,-125.75,114.125,22.75
2021-10-23 16:13:06.66,1020.33642578125,33.22,-14.210096996559628,-23.13242526980491,133.87151782429268,-1.19210205078125,-0.58319091796875,9.003271484375,45.487804878048784,255.5487804878049,13.26219512195122,-200.25,119.125,36.375
2021-10-23 16:13:06.84,1020.355224609375,33.21,-16.358448466725285,-13.421610977321178,124.80140545473039,-7.12449951171875,1.0060791015625001,5.5029296875,-88.10975609756099,40.1829268292683,71.89024390243902,-176.625,94.125,46.0
2021-10-23 16:13:07.03,1020.34375,33.21,-13.792799509926967,-11.76708279390203,114.65635758624718,-3.9698852539062504,-0.18961181640625002,8.396752929687501,-1.4939024390243905,-90.85365853658537,23.170731707317074,-88.875,57.25,22.25
2021-10-23 16:13:07.22,1020.315673828125,33.23,-20.227629608897296,-19.636592844767595,119.30289888833832,-1.12391357421875,-2.0588134765625004,7.13646240234375,-100.73170731707317,-195.88414634146343,54.75609756097561,-29.0,34.125,-58.375
2021-10-23 16:13:07.41,1020.30419921875,33.22,-20.08961300379424,-36.55127528211793,118.77385799430272,9.04334716796875,-1.6592529296875,5.953930664062501,-10.701219512195124,-178.01829268292684,-94.78658536585367,-19.5,102.0,-111.125
2021-10-23 16:13:07.62,1020.316650390625,33.21,-15.851007194872302,-44.994334411668625,109.38584888147669,11.925805664062501,0.4462158203125,5.601025390625001,-64.35975609756098,3.536585365853659,-121.73780487804879,-40.75,127.875,-75.375
2021-10-23 16:13:07.81,1020.315673828125,33.22,-3.1688723248957937,-33.69307669525414,104.75731249951308,9.470422363281251,2.4559814453125,5.0399658203125,-79.81707317073172,222.89634146341464,29.695121951219516,-82.25,110.75,-24578.125
2021-10-23 16:13:07.99,1020.327880859375,33.2,-4.168743928287757,-20.209095941168197,95.59529190425827,3.3531982421875,-0.3002685546875,9.99798583984375,-31.06707317073171,307.5,32.01219512195122,-193.875,105.375,41.75
2021-10-23 16:13:08.19,1020.302490234375,33.15,-6.37451462516718,-14.022784895112027,88.53611763522035,-6.373828125,-0.42886962890625,6.46654052734375,-27.896341463414636,-84.35975609756099,62.65243902439025,-126.375,85.125,37.125
2021-10-23 16:13:08.38,1020.316650390625,33.17,-12.378513736259302,-30.592919287379544,98.22105755866393,0.17047119140625,2.6210693359375004,10.091296386718751,-133.71951219512195,-409.81707317073176,121.40243902439025,-22.625,44.625,-63.75
2021-10-23 16:13:08.57,1020.345458984375,33.17,-12.814095474533696,-43.59124836812955,98.22319115472648,6.920532226562501,-2.3261840820312503,3.6929443359375003,-14.908536585365855,-191.9207317073171,-105.91463414634147,-17.0,89.75,-119.375
